User_Name,Review_Date,Rating,Review_Message,Helpful_Count,Has_Developer_Reply,Developer_Reply_Message,Developer_Reply_Date
A Google user,2025-05-13 05:23:46,1,new issue after sending link and filling details page doesn't move forward.It keeps loading nothing happens,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-13 10:55:56
A Google user,2025-05-12 19:10:16,1,"Gromo might seem okay for basic use, but if you're thinking of creating a large number of leads or planning to rely on it for significant payouts, don't trust them. The app does not deliver what it promises when it comes to higher-level performance. I experienced serious issues when I generated a large number of leads — the payouts were delayed or completely denied without proper justification. It's incredibly frustrating and disappointing. If you're just using it casually, it might seem fine, b",14,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-13 10:55:28
A Google user,2025-05-12 17:38:05,1,very poor and cheting app every,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 18:45:31
A Google user,2025-05-12 13:11:43,1,"""Very poor and cheating app ever""",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 14:45:12
A Google user,2025-05-12 12:45:44,1,Frud not doing payment after account opening after every opening doing frud not customer support is helping totally frud do thrugh merchat refer directly from respective merchant don't involve these frud Chinese third party,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-01-23 13:55:44
A Google user,2025-05-12 12:34:51,1,My personal experience This app is fake because Aap 2 customer ke account kholte he tab 1 customer ka payout milta he . Thank you,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:02:46
A Google user,2025-05-11 20:53:14,1,average app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:03:15
A Google user,2025-05-11 13:58:54,1,very poor And cheating app ever waste of time and money,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:03:57
A Google user,2025-05-11 11:15:09,1,the only App how is charging 299 annual fees.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:03:40
A Google user,2025-05-10 08:14:09,1,ग्रोमो ऐक रेफरल ऐप हे जिस में ज़्यादातर वक्त पेमेंट नही मिलता मुझे पिछले 1 महीने से पेंडिंग में डाल रखा है।,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:03:51
A Google user,2025-05-10 00:19:46,1,"I recently purchased the gromo protect by paying 199 as they directed that if I buy then I can raise dispute of payout but after paying they are showing that my lead was not covered in the gromo protect time period, then why you people show me to pay for assistance? and also my membership is showing inactive, it's really unethical business practice which will hamper long term business",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you.",2025-05-12 13:04:31
A Google user,2025-05-09 10:15:13,1,very poor And cheating app ever.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:13:24
A Google user,2025-05-09 10:02:07,1,very poor and cheating app they do scams,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:13:19
A Google user,2025-05-09 06:19:44,1,very poor and cheating appever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:13:10
A Google user,2025-05-08 18:43:49,1,"I strongly advise against using this application. Based on my experience, it appears to be misleading. Although you may see an earning of ₹500, you only receive ₹150 when attempting to withdraw — the rest is deducted as so-called ""annual charges"" without proper explanation. This behavior seems dishonest and a complete waste of time. I urge all new users to be cautious. You are unlikely to earn money from this app; instead, you might end up losing your own. Please stay away from this applicatio",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:12:57
A Google user,2025-05-08 17:43:11,1,"""Worst app ever not getting any payout"" 5:41",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:12:16
A Google user,2025-05-08 16:44:33,1,poor,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:12:10
A Google user,2025-05-08 15:33:55,1,very bad app Timely pay out not giving. Yesterday I talk toGromo's Support team . she was transrefed to her senior her senior are telling me to if you are not hold till 48 hr than your trade will be considered in Intraday. But SEBI rule says Intraday trade considered in same day . I asked if we hold 47 Hr trade than this trade will be considered as Intraday or Delivery she give me wrong and Intraday. After that she is telling me it's my T&C bu in T&C any where it is not mentioned 😞 😞 😞 😞 😞,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:11:49
A Google user,2025-05-08 12:24:34,1,i am very disappointed this app 3 savings account proper open but this app again again failed but account holder users continue account used it waste cheating with me,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:11:15
A Google user,2025-05-08 11:25:20,1,"Totally unreliable platform. False promises, poor support, and delayed or missing payouts. Not worth your time.",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:11:08
A Google user,2025-05-07 17:13:24,1,very poor cheating app ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:11:03
A Google user,2025-05-07 15:42:20,1,extremely bad..,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:59
A Google user,2025-05-07 15:26:37,1,after successful account creation giving not payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:54
A Google user,2025-05-07 11:26:44,1,this is fraud app they don't give payout and even there is tracking issue persist,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:51
A Google user,2025-05-07 09:44:07,1,very poor and cheating app ever..,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:45
A Google user,2025-05-07 09:33:21,1,very poor and cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:41
A Google user,2025-05-06 16:26:50,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:36
A Google user,2025-05-06 14:00:26,1,Very poor And cheating app ever.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:32
A Google user,2025-05-06 13:20:09,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:28
A Google user,2025-05-06 12:33:07,1,very poor app and cheating app ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:22
A Google user,2025-05-06 12:17:58,1,jitna mehnat utna payout nhi payout ke liye rona padega,1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:19
A Google user,2025-05-06 12:07:37,1,Worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:10:07
A Google user,2025-05-06 02:59:40,1,Very Poor and Cheating App ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:09:46
A Google user,2025-05-05 17:58:36,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:09:29
A Google user,2025-05-05 16:56:01,1,very bed app target pure karne k bad bhi pese nahi deta hai is app p trust na kare,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:09:25
A Google user,2025-05-05 16:48:43,1,Not payout.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:08:48
A Google user,2025-05-05 14:40:39,1,very poor cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:08:43
A Google user,2025-05-05 14:21:39,1,very poor and cheap,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:08:39
A Google user,2025-05-05 13:27:20,1,poor And cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:08:35
A Google user,2025-05-05 13:18:41,1,very poor and cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-09 16:08:30
A Google user,2025-05-05 11:39:21,1,payout not received in this app totally fake,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-06 14:14:11
A Google user,2025-05-04 23:56:03,1,very poor app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:32:55
A Google user,2025-05-04 22:44:00,1,very poor cheap app ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:33:06
A Google user,2025-05-04 20:05:53,1,very poor service provide this company i preferred do not install this app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:33:38
A Google user,2025-05-04 17:23:44,1,"""Worst app ever not getting any payout""",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:50
A Google user,2025-05-04 15:53:23,1,very poor and cheating app ever.,1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:34:01
A Google user,2025-05-04 15:29:12,1,"""Worst app ever not getting any payout""",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:43
A Google user,2025-05-04 14:56:03,1,Worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:37
A Google user,2025-05-04 10:43:34,1,very poor and cheted app ever.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:30
A Google user,2025-05-04 09:56:53,1,very poor and cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:34:22
A Google user,2025-05-04 09:45:25,1,Worst app..No payment given after Payment of 3500 is to be received,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:35:43
A Google user,2025-05-04 08:37:59,1,time waste no payout don't install,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:23
A Google user,2025-05-04 00:41:34,1,"worst app ever, not getting any payout.",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:35:48
A Google user,2025-05-04 00:02:32,1,Froud company my money not released I refer last 1 month ago,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:35:52
A Google user,2025-05-03 22:50:16,1,good app,0,True,Hi Sowmya Hrutvika ! Thank you for your positive feedback! We noticed you gave us a 1-star rating. Could you kindly consider revising it to 5-stars? Your support motivates us to keep improving. Let us know if we can help with anything else. Thanks!,2025-05-05 10:40:56
A Google user,2025-05-03 20:59:50,1,cheap,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:35:57
A Google user,2025-05-03 18:50:45,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:39:13
A Google user,2025-05-03 16:18:40,1,bot Application.. i completed 2 tasks and rewarded with only one and later that also expired...even they cut 300 annual fees with 2 percent tds,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:36:12
A Google user,2025-05-03 13:47:47,1,very poor And cheating app ever.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:36:30
A Google user,2025-05-03 11:49:36,1,18 year problem not working app😒,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:36:40
A Google user,2025-05-03 11:43:35,1,good,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:36:43
A Google user,2025-05-03 08:38:03,1,this app coustomer Care support not received coll from any person,1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:36:47
A Google user,2025-05-03 01:29:12,1,This is a bad app. It doesn't work.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:21
A Google user,2025-05-02 23:56:51,1,very nice good app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:26
A Google user,2025-05-02 19:41:18,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:34
A Google user,2025-05-02 18:59:15,1,very poor app I don't like it anymore fake app.,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:41
A Google user,2025-05-02 17:35:07,1,worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:46
A Google user,2025-05-02 14:38:07,1,"I have not received payout many leads, And even after speaking to Gromo’s team the issue was not resolved, All together, it's useless app, Therefore you should not install it, Waste of time here",1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:37:58
A Google user,2025-05-02 12:37:43,1,bad app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:38:48
A Google user,2025-05-02 10:40:05,1,Very poor and Cheating app ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:38:06
A Google user,2025-05-02 10:18:38,1,Worst app ever not getting any payout,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:38:42
A Google user,2025-05-01 21:25:52,1,full fake 5 out of 1 sell is succse,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:38:11
A Google user,2025-05-01 18:48:54,1,Worst app ever not getting any payout,1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:38:17
A Google user,2025-04-30 18:46:36,1,"not apply credit card through gromo app,payout not release",0,True,"We wanted to reach out & extend our apologies for the inconvenience. We understand that it can be very frustrating, and we'd like to help. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in. We would be more than happy to assist you. Thank you.

",2023-07-13 09:45:02
A Google user,2025-04-30 15:47:00,1,very poor and cheeting app ever,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:30:56
A Google user,2025-04-30 12:59:44,1,very poor and cheating app,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:30:50
A Google user,2025-04-29 22:55:43,1,"Dear Gromo Support Team & [CEO's I have completed all the assigned tasks as per our agreement, yet I have not received my payment. Despite multiple reminders, there has been no response or resolution from your end. This is my final warning and notice. If my payment is not processed today, I will be left with no choice but to initiate legal action Fake Frud app don't download",1,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:30:25
A Google user,2025-04-29 19:37:42,1,"""Worst app ever not getting any payout""",0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:30:00
A Google user,2025-04-29 18:31:32,1,not interested no income,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:29:54
A Google user,2025-04-29 18:00:31,1,koi fayda nahi bekar aap h 2/3 baar loan kra chuka hu pr koi commission nahi,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:29:48
A Google user,2025-04-29 14:54:31,1,fraud application hai don't install this application,0,True,"We wanted to reach out & extend our apologies for the inconvenience. However, it is difficult for us to identify your account from the review. We request you to share your contact info with us at support@gromo.in or at 9289395936. We would be more than happy to assist you. Thank you",2025-05-05 10:29:39
